Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.type"">Type</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.start_time"">Start Time</span>",Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.jump_count"">Jump Count</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.total_grit"">Total Grit</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.avg_flow"">Avg Flow</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.flagged"">Flagged</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.avg_elapsed_speed"">Avg Elapsed Speed</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.dirt_distance"">Dirt Distance</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.newly_explored_distance"">Newly Explored Distance</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.newly_explored_dirt_distance"">Newly Explored Dirt Distance</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.sport_type"">Sport Type</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.total_steps"">Total Steps</span>",Media
224230965,"Nov 28, 2014, 9:59:24 PM","Wilder, one more before the rain",Ride,,11432,33.82,163,65,FALSE,,Blur,activities/253441054.fit.gz,80.28579712,14.06140041,11432,8976,33825,11.69999981,,539.5999756,,-6.800000191,304.6000061,32.40000153,-0.0112343,,,,,163,129.878006,,119.4120026,1195.104004,,16,65,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,114511,,,,,,,,,,,,,,,,,,
227672515,"Dec 8, 2014, 11:54:17 PM",Russian ridge hitting some new trails and new directions ,Ride,,4658,12.95,181,58,FALSE,,Blur,activities/257399447.fit.gz,80.28579712,14.06140041,4658,3907,12956.09961,11.10000038,,392,,592.7999878,755.4000244,28.20000076,0.029329799,,,141,69.84069824,181,151.4470062,,127.3769989,,,14,58,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,114511,,,,,,,,,,,,,,,,,,
228272301,"Dec 10, 2014, 11:56:45 PM",Hittin' MonteBello before the rain. It was pretty windy,Ride,,3820,12.06,180,45,FALSE,,Blur,activities/258074343.fit.gz,80.28579712,14.06140041,3820,3113,12068.5,15.19999981,,375,,626.2000122,859.5999756,40,0.0215437,,,130,71.66680145,180,151.5879974,,156.2779999,542.4401855,,11,45,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,114511,,,,,,,,,,,,,,,,,,
229508784,"Dec 14, 2014, 6:39:35 PM",Santa Cruz Mtns loop,Ride,,14594,81.98,176,139,FALSE,,2011 Allez,activities/259475623.fit.gz,80.28579712,10.43260002,14594,13881,81984.60156,16.79999924,,1485,,48.40000153,955.7999878,45,0.047325999,,,129,72.25009918,176,139.0010071,,134.4060059,2080.243896,,11,139,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,28721,,,,,,,,,,,,,,,,,,
231277445,"Dec 20, 2014, 6:36:23 PM",Big Big Basin loop,Ride,"Longest distance ever, I think the most climbing ever too. Actually didn't feel toooo bad at the end, still had a little power and the cramps weren't crippling me. ",19388,108.07,176,228,FALSE,,Blur,activities/261462089.fit.gz,80.28579712,14.06140041,19388,18837,108071,19.39999962,,1860,,1.600000024,810.2000122,29.29999924,-0.0112889,,,115,70.22850037,176,143.4360046,,218.4290009,4587.720215,,13,228,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,114511,,,,,,,,,,,,,,,,,,
232015922,"Dec 23, 2014, 12:05:48 AM",Sloppy Russian Ridge,Ride,,4627,13.11,179,65,FALSE,,Blur,activities/262293175.fit.gz,80.28579712,14.06140041,4627,3640,13115.7002,13,,380,,580.2000122,757.2000122,30.5,0.00762445,,,148,72.82839966,179,153.473999,,143.0720062,580.6719971,,11,65,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,114511,,,,,,,,,,,,,,,,,,
232815654,"Dec 25, 2014, 8:35:39 PM",Merry Christmas ,Ride,,9330,18.26,182,104,FALSE,,Blur,activities/263199832.fit.gz,80.28579712,14.06140041,9330,7378,18262.30078,11.39999962,,585,,2.200000048,193.3999939,49.5,0.0153321,,,221,61.05970001,182,145.4149933,,97.12049866,,,12,104,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,114511,,,,,,,,,,,,,,,,,,
234366390,"Dec 29, 2014, 7:13:45 PM",Santa Cruzin,Ride,,14235,40.23,179,146,FALSE,,Blur,activities/264954369.fit.gz,80.28579712,14.06140041,14235,11220,40235.69922,13.39999962,,762,,3.200000048,387.7999878,44.90000153,-0.061139699,,,166,69.78330231,179,146.2709961,,121.3280029,1517.849731,,14,146,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,114511,,,,,,,,,,,,,,,,,,
236923978,"Jan 4, 2015, 9:26:25 PM",Mini Enduro ,Ride,,7058,13.96,177,75,FALSE,,Blur,activities/268341817.fit.gz,80.28579712,14.06140041,7058,5083,13968.7998,8.600000381,,474,,-6,138.8000031,38.79999924,-0.041521098,,,140,64.52469635,177,151.2870026,,112.9810028,,,15,75,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,114511,,,,,,,,,,,,,,,,,,
237331234,"Jan 6, 2015, 12:01:55 AM",Dirt Alpine,Ride,,3609,8.5,176,36,FALSE,,Blur,activities/268807406.fit.gz,80.28579712,14.06140041,3609,2803,8500.900391,13.39999962,,327,,260.6000061,583,44.20000076,0.030585,,,123,64.72319794,176,146.0780029,,130.1860046,406.8761597,,11,36,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,114511,,,,,,,,,,,,,,,,,,
238990146,"Jan 9, 2015, 11:53:21 PM",Hell yeah,Ride,,4949,4.75,184,41,FALSE,,Blur,activities/270696455.fit.gz,80.28579712,14.06140041,4949,2930,4756.100098,7.599999905,,375,,550.4000244,736,50,0.00420513,,,150,65.28150177,184,149.2980042,,56.20320129,,,13,41,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,114511,,,,,,,,,,,,,,,,,,
239682495,"Jan 10, 2015, 8:02:23 PM",Roaring Camp rollercoaster,Ride,,9386,9.65,174,34,FALSE,,Blur,activities/271492574.fit.gz,80.28579712,14.06140041,9386,3940,9652,8.399999619,,247,,74.59999847,232.3999939,38.59999847,0.101533003,,,167,53.33549881,174,127.012001,,82.32050323,,,17,34,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,114511,,,,,,,,,,,,,,,,,,
240373724,"Jan 13, 2015, 12:15:32 AM","Montebello, like the good ol days",Ride,,4442,13.22,174,50,FALSE,,Blur,activities/272258409.fit.gz,80.28579712,14.06140041,4442,3862,13225,13.19999981,,434,,520,852.2000122,27.79999924,-0.0136106,,,162,69.07640076,174,145.298996,,137.1349945,590.5211182,,11,50,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,114511,,,,,,,,,,,,,,,,,,
241210752,"Jan 15, 2015, 1:14:02 AM",It's been while; wasn't too bad though,Run,,2008,4.71,170,51,FALSE,,The Green Shoes,activities/273177102.tcx.gz,80.28579712,,2008,1974,4714.299805,3.700000048,,84.09329987,,87.90000153,135.6000061,22.60000038,-0.0148484,,,,,170,151.7189941,,,,,,51,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,402959,,,,,,,,,,,,,,,,,
242013122,"Jan 17, 2015, 12:17:23 AM",Short corte with the work crew,Ride,,3233,8.43,173,33,FALSE,,Blur,activities/274064785.fit.gz,80.28579712,14.06140041,3233,2820,8430.900391,10.30000019,,291,,437.7999878,681,29.60000038,-0.00711668,,,134,61.3166008,173,145.0240021,,119.0429993,,,12,33,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,114511,,,,,,,,,,,,,,,,,,
242996991,"Jan 18, 2015, 8:37:29 PM",Another RR Enduro,Ride,,7368,17.41,168,65,FALSE,,Blur,activities/275167122.fit.gz,80.28579712,14.06140041,7368,6537,17413.40039,10.60000038,,580,,80.59999847,253.1999969,47.59999847,0.0436446,,,171,65.72979736,168,140.2279968,,105.8509979,,,20,65,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,114511,,,,,,,,,,,,,,,,,,
243466943,"Jan 20, 2015, 12:05:27 AM",Gap,Ride,,5492,15.56,179,60,FALSE,,Blur,activities/275689967.fit.gz,80.28579712,14.06140041,5492,4116,15560.5,14.5,,458,,668,826.4000244,43.09999847,0.0308473,,,142,73.84010315,179,150.8450012,,148.0509949,,,10,60,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,114511,,,,,,,,,,,,,,,,,,
245057920,"Jan 23, 2015, 6:35:05 PM",Skeggs-a-roni and cheese,Ride,,9063,23.71,241,100,FALSE,,Blur,activities/277444697.fit.gz,80.28579712,14.06140041,9063,7729,23715.19922,11.30000019,,921,,406.7999878,739,47.59999847,0.064937301,,,137,63.80550003,241,149.8619995,,129.072998,,,14,100,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,114511,,,,,,,,,,,,,,,,,,
246674662,"Jan 27, 2015, 12:02:24 AM",Black Mountain out and back. I ate dirt on the way down bella vista :-\,Ride,,2554,8.19,163,20,FALSE,,Blur,activities/279270761.fit.gz,80.28579712,14.06140041,2554,2229,8194.599609,13.30000019,,255,,639.7999878,856,25,0.0073219,,,154,71.80680084,163,141.2779999,,143.3939972,356.3821411,,19,20,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,114511,,,,,,,,,,,,,,,,,,
248344966,"Jan 31, 2015, 12:04:36 AM",Russian Ridge - Pretty much every open trail,Ride,,5011,14.44,177,62,FALSE,,Blur,activities/281099748.fit.gz,80.28579712,14.06140041,5011,4097,14444.09961,13.10000038,,472,,601.4000244,770.7999878,34.5,-0.0484627,,,142,74.2609024,177,150.4380035,,144.0899963,,,16,62,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,114511,,,,,,,,,,,,,,,,,,
249301520,"Feb 1, 2015, 9:11:32 PM",A little roaring railroads fun,Ride,,5424,16.07,181,74,FALSE,,Blur,activities/282149172.fit.gz,80.28579712,14.06140041,5424,4984,16073,9.899999619,,438.6000061,,41.59999847,199.8000031,30.10000038,0.036085401,,,175,69.01879883,181,149.2839966,,122.3619995,,,21,74,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,114511,,,,,,,,,,,,,,,,,,
249727162,"Feb 3, 2015, 12:14:22 AM","Corte, perfect weather!",Ride,,5069,14.71,181,64,FALSE,,Blur,activities/282611437.fit.gz,80.28579712,14.06140041,5069,4259,14714.90039,11.60000038,,494,,424,728.7999878,42.09999847,-0.046211701,,,156,68.92160034,181,153.25,,140.9779968,,,15,64,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,114511,,,,,,,,,,,,,,,,,,
255963686,"Feb 16, 2015, 10:18:29 PM","Roaring Railroads, finally back on the bike after almost two weeks, my lungs are sore!",Ride,,4651,14.54,180,86,FALSE,,Blur,activities/289482792.fit.gz,80.28579712,14.06140041,4651,4572,14544.7002,8.5,,421,,64.19999695,237.6000061,26.70000076,-0.0123756,,,159,68.48290253,180,156.4499969,,123.1399994,,,18,86,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,114511,,,,,,,,,,,,,,,,,,
257701114,"Feb 21, 2015, 12:07:22 AM",The Gap and heart attack hill,Ride,,5234,11.27,181,79,FALSE,,Blur,activities/291403588.fit.gz,80.28579712,14.06140041,5234,3868,11274.2002,10,,447,,538.4000244,828.5999756,50,-0.0159657,,,144,59.72689819,181,161.654007,,123.5920029,,,15,79,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,114511,,,,,,,,,,,,,,,,,,
258191450,"Feb 21, 2015, 11:18:30 PM",UCSC shuttle ride ✌️,Ride,,12078,16.59,176,45,FALSE,,Blur,activities/291954158.fit.gz,80.28579712,14.06140041,12078,4727,16593.30078,9.600000381,,238,,45.40000153,394.6000061,50,-1.948979974,,,195,63.67380142,176,134.7969971,,93.63079834,,,13,45,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,114511,,,,,,,,,,,,,,,,,,
259109764,"Feb 24, 2015, 12:39:09 AM",Can't say no to demo!!!,Ride,,6578,22.72,178,89,FALSE,,Blur,activities/292982840.fit.gz,80.28579712,14.06140041,6578,5839,22722.09961,12.89999962,,633,,261,781.5999756,27.5,-0.082738802,,,147,73.67469788,178,153.4519958,,150.8730011,,,10,89,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,114511,,,,,,,,,,,,,,,,,,
259983477,"Feb 25, 2015, 11:29:40 PM","After work run, getting back on it",Run,,2170,5.84,,,FALSE,,The Green Shoes,activities/293938263.tcx.gz,80.28579712,,2170,2151,5848,3.400000095,,15.54669952,,13.69999981,31.70000076,5.5,0.00854993,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,402959,,,,,,,,,,,,,,,,,
260763725,"Feb 28, 2015, 12:27:28 AM",Montebello,Ride,,4265,13.31,181,75,FALSE,,Blur,activities/294799975.fit.gz,80.28579712,14.06140041,4265,3579,13318.5,13,,462,,510.6000061,848.5999756,44.40000153,-0.027030099,,,153,71.06990051,181,162.3730011,,155.2189941,619.4146118,,8,75,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,114511,,,,,,,,,,,,,,,,,,
261193432,"Feb 28, 2015, 9:23:46 PM",Being nosy,Ride,,3674,11,,,FALSE,,Blur,activities/261193432.gpx,80.28579712,14.06140041,3674,2485,11005.2002,14.30000019,,179.496994,,78.40000153,135.5,48.29999924,0.0136299,,,,,,,,171.0440063,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,114511,,,,,,,,,,,,,,,,,,
261829500,"Mar 2, 2015, 12:31:28 AM",Roaring Railroads Fun,Ride,,4562,14.06,173,60,FALSE,,Blur,activities/295996597.fit.gz,80.28579712,14.06140041,4562,4140,14067.90039,8.699999809,,420,,94,257.6000061,30.79999924,-0.039806899,,,143,68.83180237,173,152.4019928,,131.2180023,,,14,60,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,114511,,,,,,,,,,,,,,,,,,
262244246,"Mar 3, 2015, 12:48:14 AM","Plan C, St Joseph's hill osp, first time ",Ride,,3691,8.32,164,22,FALSE,,Blur,activities/296452538.fit.gz,80.28579712,14.06140041,3691,2515,8327.299805,11.19999981,,327,,154,389,47.29999924,-0.067248702,,,147,65.53679657,164,136.7109985,,146.3849945,,,12,22,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,114511,,,,,,,,,,,,,,,,,,
264028180,"Mar 7, 2015, 12:21:34 AM",Skeggs'n it up,Ride,,6243,12.13,179,65,FALSE,,Blur,activities/298422230.fit.gz,80.28579712,14.06140041,6243,3837,12138.7002,11,,392,,536,719.5999756,44.40000153,0.047781099,,,157,68.8832016,179,152.2220001,,126.0329971,,,15,65,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,114511,,,,,,,,,,,,,,,,,,
265300875,"Mar 9, 2015, 1:02:19 AM","Another Roaring railroads adventure, too much fun not to",Ride,,4369,13.39,167,50,FALSE,,Blur,activities/299854849.fit.gz,80.28579712,14.06140041,4369,4120,13393.5,11.5,,417,,73.40000153,231.8000031,34,-0.0209057,,,132,70.44010162,167,147.1040039,,128.052002,,,17,50,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,114511,,,,,,,,,,,,,,,,,,
265769697,"Mar 9, 2015, 11:42:48 PM","Demo Monday, lost my Braille virginity!",Ride,,7168,19.06,163,47,FALSE,,Blur,activities/300377352.fit.gz,80.28579712,14.06140041,7168,6103,19062.59961,12.5,,595.5999756,,339.7999878,791.4000244,46.90000153,0.119606003,,,166,87.42649841,163,132.0980072,,129.3800049,,,18,47,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,114511,,,,,,,,,,,,,,,,,,
294374157,"Apr 27, 2015, 11:35:21 PM",Roaring Railroads Fun,Ride,,7079,16.43,175,82,FALSE,,Blur,activities/332958363.fit.gz,80.28579712,14.06140041,7079,5712,16434.09961,10.60000038,,407,,73.40000153,247.3999939,45.20000076,-0.041377399,,,232,75.665802,175,150.1640015,,102.2799988,,,25,82,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,114511,,,,,,,,,,,,,,,,,,
297744902,"May 4, 2015, 12:46:02 AM",Roaring camp mini enduro,Ride,,6090,18.36,178,73,FALSE,,Blur,activities/336896560.fit.gz,81.64659882,14.06140041,6090,5649,18364.59961,11.30000019,,555,,79,256.3999939,50,-0.0141577,,,134,66.39029694,178,149.2189941,,127.0329971,,,13,73,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,114511,,,,,,,,,,,,,,,,,,
298604905,"May 4, 2015, 11:23:00 PM",Gap Shuttle (Forgot Garmin),Ride,,3284,16.25,,,FALSE,,Blur,,81.64649963,14.06140041,3284,3284,16254.40039,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,114511,,,,,,,,,,,,,,,,,,
309781524,"May 22, 2015, 11:16:52 PM",Muddy May?,Ride,,5791,11.65,182,93,FALSE,,Blur,activities/350504886.fit.gz,81.64649963,14.06140041,5791,4506,11654.40039,10.10000038,,543,,419.3999939,692.4000244,49.5,-0.027457399,,,155,45.89820099,182,159.3710022,,128.3320007,,,10,93,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,114511,,,,,,,,,,,,,,,,,,media/C38BBF01-2147-400B-B216-1DDD93ED6DE3.jpg|media/5E27E96B-0179-403B-9B27-9D2E45ACA155.jpg|media/12A771A2-D560-460D-8010-5E19B3AD78DE.jpg|media/2CF1CB02-F9F4-4999-B4E1-1BCBCAC245EC.jpg|media/D6F65B90-ECCD-4F91-82C9-20527AFBF5C2.jpg
312603673,"May 27, 2015, 12:14:55 AM",Zayante/Summit out and back,Ride,Been a while since I've been on the skinnies. ,9117,45.88,174,109,FALSE,,2011 Allez,activities/353708782.fit.gz,81.64649963,10.43260002,9117,8464,45880.69922,17.5,,1056,,90.80000305,642.5999756,35.09999847,0.0065387,,,122,69.83789825,174,142.8390045,,142.5769958,,,17,109,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,28721,,,,,,,,,,,,,,,,,,media/DB25D110-8FE3-4133-88C7-719327257050.jpg|media/5A77C920-3132-42CC-800A-2DA3DDAB502E.jpg|media/1B6447A9-CE0E-4406-8A84-B1D8E0567D7E.jpg|media/8102D1C7-365D-44FE-9232-3D916F9FF05B.jpg|media/813887F7-AAB3-4A3C-A599-9A75DF5BDD4C.jpg|media/5609DD81-5B55-4669-92C8-6E7DF2F208FC.jpg|media/84A1FECB-D3ED-42E1-9CAC-4D4C94AF1885.jpg|media/78EE9F00-647D-4E57-B004-DD645E91019F.jpg|media/5E41D6C9-2126-4C7F-B95F-9E7D755221ED.jpg|media/87B3CC46-C80C-4F38-B3A4-8B415A68D302.jpg|media/13EB9FA3-660E-4AAB-85F9-FA6965C1EFD1.jpg|media/B04688A3-6896-451E-889B-ED736DA0320B.jpg
315163455,"May 30, 2015, 4:32:22 PM",Long and slow Mt Ham out and back,Ride,,23094,121.53,181,276,FALSE,,2011 Allez,activities/356580467.fit.gz,81.64649963,10.43260002,23094,21164,121530,17,,1727,,39.40000153,1275.599976,42.40000153,-0.00115198,,,235,70.42050171,181,146.7689972,,116.5859985,2751.180176,,29,276,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,28721,,,,,,,,,,,,,,,,,,media/FF708D4E-D840-433C-AB52-CBA881D067B2.jpg|media/1DB6C4B5-72D2-484B-998E-C22EBE64B86F.jpg|media/05293FE3-0965-4DE4-BEAD-8393A13BD2E9.jpg|media/728D9B87-5BA6-4BAE-9006-89088AF357F1.jpg|media/31074974-51BE-42BB-983F-8D57281F1CC7.jpg|media/52753B56-1C7E-4EA0-A9D8-C7660C5BFEC6.jpg|media/A8E89745-723B-450B-B60B-2E94BCB76875.jpg|media/BB217F5C-DC01-4E5B-BBB3-A44F776DA82B.jpg|media/88CF529D-9FEE-42C7-A1AA-8D25C94CA13D.jpg|media/9324FFBB-39B5-4C15-A1BB-6F09031C1366.jpg|media/3C38B9D8-06DE-4E72-B063-AF8D01FC6C9D.jpg|media/B421118D-A893-47F6-B552-68DCA8EA4DD6.jpg|media/F4A53150-A008-4C1B-B04A-C721EC9D2A6A.jpg|media/E8662880-6D26-484E-91B1-61AEB1CDB121.jpg
317130037,"Jun 3, 2015, 1:47:10 AM",Quick Run,Run,,1386,3.76,166,35,FALSE,,The Green Shoes,activities/358798217.tcx.gz,81.64649963,,1386,1383,3762.5,4.400000095,,86.69670105,,88.09999847,135.6000061,21.20000076,-0.0186047,,,,,166,149.5780029,,,,,,35,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,402959,,,,,,,,,,,,,,,,,
317858519,"Jun 4, 2015, 12:31:17 AM",Alba Pain and Bonny Doon Loop,Ride,,8626,43.06,176,105,FALSE,,2011 Allez,activities/359627229.fit.gz,81.64649963,10.43260002,8626,8042,43066.5,20.39999962,,1085,,108.4000015,821.2000122,32.90000153,-0.0102168,,,127,64.00849915,176,144.602005,,146.5910034,1314.456543,,13,105,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,28721,,,,,,,,,,,,,,,,,,media/427B57D4-1612-4E9D-A570-B49ACC9FC166.jpg|media/AD5F29FA-88E6-410C-984E-68D44B4AD5B7.jpg|media/483030B6-D8B0-4F95-A01B-4941BF847E7A.jpg|media/4C239BB5-7286-4023-80E8-A7F059E2A9D1.jpg|media/1B6528C4-888B-4A9E-A709-89DF3CCBF77A.jpg|media/436C959E-4757-4767-9718-0B01BD731CB0.jpg|media/61A52405-DEFA-4ED0-8C5D-61E0C533E9AF.jpg|media/9F6CE9DC-3D7D-4B21-AEC8-19B17F463FDD.jpg|media/72BFAC44-E327-44E1-81B6-BB69C626B627.jpg|media/8EB81FA0-ECBA-43A9-8695-0965F24C1EF2.jpg|media/56C6C39E-0EFC-4DE9-8237-2EB2217FCA56.jpg|media/228B79D7-A078-4E01-BA9A-E85A52A2E2D5.jpg
320840360,"Jun 7, 2015, 5:17:45 PM",Diablo Loop. Hotter than hell!!!,Ride,"It seemed like every time I looked at the temp it was over 100, it took a toll on me, I was hurting at the end and had to stop a few times. Did I mention it was way too hot! Avg temp was 96, max was 109!! WTF!",24393,102.88,185,291,FALSE,,2011 Allez,activities/363050249.fit.gz,81.64649963,10.43260002,24393,19378,102888,20.70000076,,1968,,71.19999695,1163.800049,46.90000153,0.0174948,,,113,67.32849884,185,150.8059998,,120.8570023,2611.293213,,35,291,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,28721,,,,,,,,,,,,,,,,,,
323007435,"Jun 10, 2015, 11:57:18 PM",Corte Fun,Ride,,8077,16.89,185,99,FALSE,,Blur,activities/365519156.fit.gz,81.64649963,14.06140041,8077,6578,16891.5,13.69999981,,615,,413.7999878,718.5999756,44.20000076,0.0106562,,,143,61.85449982,185,149.3439941,,111.2310028,,,18,99,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,114511,,,,,,,,,,,,,,,,,,media/2357002F-192B-48A8-8C35-AF52ED36E033.jpg|media/CF09283F-5387-4365-88EB-0B3246D883DB.jpg|media/E3882706-E305-4000-B4CD-EBAA82ACA2AA.jpg|media/DA176145-84D5-4C6C-84CC-47019689250C.jpg|media/358B7263-EAF6-4EE2-82A6-CFB65D59F25C.jpg|media/0E44D575-1291-413D-92A0-93ED23ADB76E.jpg|media/ECFF3B16-9C66-4A21-AC7B-D960A0EA8841.jpg
325624784,"Jun 14, 2015, 4:21:29 PM",Mt Charlie/Black/Hwy 9 Loop,Ride,"Nice easy and slow climbs, black was hot and I was slow. I felt pretty good most of the way, not bad for running on pizza and beer from last night, scrambled eggs for bfast, and 3 bananas during the ride.",16805,88.96,173,167,FALSE,,2011 Allez,activities/368480932.fit.gz,81.64649963,10.43260002,16805,15717,88968.5,17.60000038,,1661,,102.4000015,940.2000122,37,-0.00561997,,,150,65.417099,173,137.6170044,,129.3309937,2266.455322,,25,167,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,28721,,,,,,,,,,,,,,,,,,media/28911FE7-8D59-4545-81B3-D05EE691F8A4.jpg|media/F6F00023-25D0-47DD-B7CE-E2B9E741AEB8.jpg|media/E0C610DC-B9A5-4FC8-A3EA-55FD622BCC57.jpg|media/C2C1B130-D2AF-4BC7-B49C-04877076C052.jpg|media/86995B55-A393-4BF7-8179-66D809016FCB.jpg|media/D6F5523C-3D4D-4D16-A79B-25343BF07395.jpg|media/D5DF6DB7-7DE0-4F77-87AA-DB25BBFAA067.jpg|media/AF52288B-A919-4290-810F-1EC874B465C0.jpg|media/80670AC0-693C-4E78-898F-DAB51CF7D16E.jpg|media/91106338-B3E8-4B15-9CEA-9832C0E86A8B.jpg|media/80E449F4-B2FF-4A76-899D-D3DDA09EB111.jpg|media/33446997-3A51-4085-8916-6E92B5A4F14A.jpg|media/CB7C2D16-B202-4B8E-9AB1-4B13570A7A25.jpg|media/A144C825-D716-490B-B21C-0D99FF771368.jpg|media/3078E375-E9B0-47CC-8CFB-D745E967C8AC.jpg|media/0AE20BB2-E192-48A7-819B-B73BB49DBCD1.jpg|media/6AC7200F-5807-4DAB-A499-C1D1B6B2607B.jpg
327731265,"Jun 17, 2015, 11:25:08 PM",Checking out Sanborn,Ride,Pretty fun ride and nice weather. Lots of hungry Mosquitos. ,9084,24.31,168,67,FALSE,,Blur,activities/370864122.fit.gz,81.64649963,14.06140041,9084,7194,24312.90039,11.19999981,,608,,533.7999878,916,37.20000076,-0.023855601,,,141,65.64820099,168,138.0090027,,119.2249985,,,26,67,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,114511,,,,,,,,,,,,,,,,,,media/50C8E534-766B-487A-988A-2426308B05B4.jpg|media/13888EC7-EE9E-4E37-88F8-2939CD59EF5F.jpg|media/70B29772-31A7-486C-A130-1D1A1868680A.jpg|media/1B1F19D6-1668-40DD-A7B3-481AAB1EF6C4.jpg|media/527019DF-864E-4D7D-8D82-8D04D202CD77.jpg|media/11B00ECC-65B1-4ABE-A179-BD34ED7BF7E8.jpg|media/5FD3AE5C-9445-41C3-85DC-DBCC768E2EFA.jpg
