Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.type"">Type</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.start_time"">Start Time</span>",Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.jump_count"">Jump Count</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.total_grit"">Total Grit</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.avg_flow"">Avg Flow</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.flagged"">Flagged</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.avg_elapsed_speed"">Avg Elapsed Speed</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.dirt_distance"">Dirt Distance</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.newly_explored_distance"">Newly Explored Distance</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.newly_explored_dirt_distance"">Newly Explored Dirt Distance</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.sport_type"">Sport Type</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.total_steps"">Total Steps</span>",Media
32572977,"Jul 20, 2011, 12:15:25 AM",Rollerwalk?,Inline Skate,"Not sure what this is, but I think it's taking Lukas for a roller-walk. ",5806,8.23,157,17,,,,activities/36578587.fit.gz,80.2858963,,5806,2643,8234.429688,8.702859879,,41.79999924,,18,45,14000,0.255026996,,,,,157,120.7580032,,,,,28,17,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32572983,"Nov 6, 2011, 6:24:34 PM",Last time Lukas went to mission peak.,Hike,,11446,9.57,,,,,,activities/36578529.fit.gz,80.2858963,,11446,9921,9569.549805,2.006000042,,659.4000244,,83.59999847,763.4000244,3333.330078,-0.196456,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,3311,,,,,,,,,,,,,,,,,
32572987,"Jul 22, 2011, 4:02:34 AM","07/21/2011 Fremont, CA",Ride,,2429,0.06,149,0,FALSE,,Blur,activities/36578573.fit.gz,80.2858963,14.06140041,2429,26,59.97999954,1.00999999,,0,,9.600000381,18,0,-14.00469971,,,,,149,107.9229965,,14.76819992,,,27,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,114511,,,,,,,,,,,,,,,,,,
32572997,"Jul 2, 2011, 4:25:58 PM","07/02/2011 Livermore, CA",Ride,,1681,4.42,186,39,FALSE,,Blur,activities/36578607.fit.gz,80.2858963,14.06140041,1681,1480,4419.200195,5.048890114,,14.60000038,,204,218.6000061,1111.109985,0.144823,,,,,186,172.0509949,,67.85690308,,,28,39,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,114511,,,,,,,,,,,,,,,,,,
32573023,"Jun 24, 2011, 3:00:26 AM","06/23/2011 Fremont, CA",Ride,,2074,10.32,97,6,FALSE,,,activities/36578619.fit.gz,80.2858963,,2074,2034,10326.7998,9.104000092,,11.39999962,,12.60000038,31.39999962,38.35620117,-0.096835002,,,104,56.72269821,97,97,,45.73149872,,,19,6,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,3311,,,,,,,,,,,,,,,,,
32573029,"Jun 14, 2011, 1:27:00 AM","06/13/2011 Fremont, CA",Run,,1117,3.44,170,40,FALSE,,,activities/36578621.fit.gz,80.2858963,,1117,1096,3440.530029,4.178569794,,8,,16,22,9.370820045,-0.034878299,,,,,170,158.4380035,,,,,26,40,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,3311,,,,,,,,,,,,,,,,,
32573033,"Jul 13, 2011, 10:36:10 PM","07/13/2011 Stanford, CA",Ride,,7226,30.53,,,FALSE,,2011 Allez,activities/36578603.fit.gz,80.2858963,10.43260002,7226,6597,30533.80078,35.83169937,,261.3999939,,3.799999952,162.8000031,10000,-0.164407998,,,,,,,,148.8119965,,,28,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,28721,,,,,,,,,,,,,,,,,,
32573059,"Apr 25, 2011, 11:52:32 PM","04/25/2011 Fremont, CA",Ride,,7616,7.86,180,75,FALSE,,Blur,activities/36578629.fit.gz,80.2858963,14.06140041,7616,6150,7860.75,3.89199996,,670.7999878,,110.8000031,770.4000244,60.72480011,-0.203543007,,,,,180,142.3659973,,102.4899979,,,19,75,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,114511,,,,,,,,,,,,,,,,,,
32573065,"Mar 27, 2011, 6:24:12 PM","03/27/2011 Palo Alto, CA",Ride,,3240,3.86,177,20,FALSE,,Blur,activities/36578649.fit.gz,80.2858963,14.06140041,3240,2031,3865.469971,12.15540028,,10.19999981,,-2.200000048,4,263.1579895,0.103479996,,,,,177,126.0970001,,48.80210114,,,24,20,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,114511,,,,,,,,,,,,,,,,,,
32573067,"May 28, 2011, 6:52:01 PM",with Christina I think,Hike,,13618,11.08,161,58,,,,activities/36578625.fit.gz,80.2858963,,13618,11598,11084.09961,2.992000103,,651.2000122,,134.6000061,767.2000122,12000,0.00721757,,,,,161,109.3130035,,,,,22,58,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,3311,,,,,,,,,,,,,,,,,
32573071,"Mar 6, 2011, 7:52:20 PM",Lunch Sprints w/ the guys,Workout,,3834,3.71,183,30,,,,activities/36578655.fit.gz,80.2858963,,3834,2471,3717.030029,9.451999664,,11.39999962,,19.60000038,28.20000076,357.1430054,0.231368005,,,,,183,142.7539978,,,,,26,30,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32573077,"Apr 12, 2011, 9:09:38 PM",Mission Peak and Mt Allison,Hike,,14992,14.48,176,96,,,,activities/36578633.fit.gz,80.2858963,,14992,11324,14483.2998,2.359999895,,864.5999756,,116,822.2000122,596.2410278,-0.0041427,,,,,176,129.3130035,,,,,17,96,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32573081,"Feb 7, 2011, 7:33:59 PM",Roller bladed at lunch,Inline Skate,,2303,9.72,175,31,,,,activities/36578659.fit.gz,80.2858963,,2303,2191,9728.900391,11.18999958,,95.80000305,,15,77.80000305,10.47729969,0.078117803,,,,,175,148.9519958,,,,,29,31,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32573083,"Feb 5, 2011, 7:17:12 PM","Lunch run, then workout in the gym.",Workout,,5229,5.74,179,25,,,,activities/36578663.fit.gz,80.2858963,,5229,2854,5740.580078,13.39999962,,15.39999962,,-4,10.39999962,32.78689957,0.181165993,,,,,179,125.6169968,,,,,28,25,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32573089,"Mar 30, 2011, 8:10:39 PM",Mission Peak and Mt Allison,Hike,,16373,16.96,175,129,,,,activities/36578637.fit.gz,80.2858963,,16373,13898,16964.59961,2.301670074,,864.5999756,,118.5999985,766.7999878,10000,0.047157001,,,,,175,137.4880066,,,,,27,129,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,3311,,,,,,,,,,,,,,,,,
32573097,"Jan 23, 2011, 7:17:42 PM","01/23/2011 Palo Alto, CA",Ride,,5450,17.57,174,58,FALSE,,Blur,activities/36578667.fit.gz,80.2858963,14.06140041,5450,4265,17573.09961,14.04170036,,197.1999969,,0,33.20000076,312.5,0.0136572,,,112,64.54350281,174,137.3480072,,154.0780029,,,24,58,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,114511,,,,,,,,,,,,,,,,,,
32573101,"Mar 1, 2011, 9:50:41 PM","03/01/2011 Fremont, CA",Hike,,10573,10.22,160,56,,,,activities/36578657.fit.gz,80.2858963,,10573,9021,10224.5,2.359999895,,680.5999756,,84.40000153,746,18000,-0.0586829,,,,,160,120.5080032,,,,,19,56,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,3311,,,,,,,,,,,,,,,,,
32573103,"Nov 22, 2010, 7:36:31 PM","11/22/2010 Palo Alto, CA",Run,,1662,4.71,,,FALSE,,,activities/36578675.fit.gz,80.2858963,,1662,1662,4713.100098,4.619999886,,19.20000076,,15,32,6.454589844,0.097600304,,,,,,,,,471.1909485,,21,,,,,,,,,,,,,,0,,,4776.600098,,,,,,,,,,,,,,,,3311,,,,,,,,,,,,,,,,,
32573105,"Dec 3, 2010, 12:28:13 AM",Roller walk with Lukas,Inline Skate,,3238,10.68,,,,,,activities/36578673.fit.gz,80.2858963,,3238,3147,10683.59961,8.423999786,,45.59999847,,13.60000038,40.79999924,10.35379982,-0.0112321,,,,,,,,,,,24,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32573107,"Nov 17, 2010, 7:19:23 PM",Roller bladed at lunch,Inline Skate,,2626,9.79,,,,,,activities/36578677.fit.gz,80.2858963,,2626,2541,9796.759766,11.87199974,,93.80000305,,15,72.40000153,10.41670036,0.077576697,,,,,,,,,,,30,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32573501,"Dec 15, 2012, 7:25:43 PM","SLOW , WET, and COLD Mt. bike ride. I think this was my longest mt. bike ride",Ride,"It started raining when I startedf climbing up the Ohlone side peak trail. I flipped over the handle bars and fell about 10 feet off the trail on the downward slope while on the panorama trail, oops. The descent was very cold, my fingers went numb, mostly because my gloves got soaked from the rain, then cold from the wind. I saw four coyotes, three of them were together, 5 deer, a couple of lambs, some horses, and east bay finest . . . the cows, everywhere. Once I got home my feet were so numb I could barely walk,I started to get the feeling back in my toes by the time I got out of the shower. .",18104,52.48,176,213,FALSE,,Blur,activities/36579075.fit.gz,78.01789856,14.06140041,18104,16687,52481.80078,16.53800011,,1695.680054,,17.14609909,810.6569824,12000,0.000153863,,,221,67.2990036,176,144.3170013,,151.746994,2823.405518,,6,213,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,114511,,,,,,,,,,,,,,,,,,
33408439,"Dec 15, 2012, 12:27:32 AM",Walked Sophie around the lake.,Walk,Started raining as we left and stopped as we were getting home.,1608,2.45,166,10,,,,activities/37467099.tcx.gz,80.2858963,,1608,1322,2455.47998,3.684020042,,0,,16.23049927,24.02739906,21.50930023,-0.000351092,,,,,166,126.5100021,,,,,,10,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,3311,,,,,,,,,,,,,,,,,
35490573,"Dec 29, 2012, 5:50:57 PM",Ride around Fremont with Christina,Ride,Stopped for bagels at the hub,9913,33.69,155,29,FALSE,,2011 Allez,activities/39739577.fit.gz,80.2858963,10.43260002,9913,6894,33691.80078,13.02000046,,62.40000153,,-3.200000048,19.79999924,125,-0.027899999,,,138,54.69419861,155,105.4039993,,52.77569962,,,11,29,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,28721,,,,,,,,,,,,,,,,,,
37515557,"Jan 13, 2013, 7:32:02 PM",Lunch Ride,Ride,,5408,37.21,176,77,FALSE,,2011 Allez,activities/41916783.fit.gz,80.2858963,10.43260002,5408,5301,37209.10156,14.63599968,,378.6000061,,12.80000019,175.3999939,48.19279861,0.00698754,,,118,79.50289917,176,151.5890045,,130.8139954,,,10,77,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,28721,,,,,,,,,,,,,,,,,,
37721991,"Jan 15, 2013, 7:25:45 PM",Easy Lunch Ride. Gotta get back on it.,Ride,,2486,16.32,168,25,FALSE,,2011 Allez,activities/42139229.fit.gz,80.2858963,10.43260002,2486,2459,16324.59961,13.51000023,,132.6000061,,15,115,11.28120041,0.015926899,,,105,76.27739716,168,141.8480072,,107.5110016,,,14,25,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,28721,,,,,,,,,,,,,,,,,,
37774316,"Jan 17, 2013, 12:31:08 AM","Hike up MIssion Peak with Timbo until my Garmin died, then I got teleported back to the car. Tim clocked me at 52:15 to the top, a minute or so behind his long legged baby stepin ass.",Hike,,2766,4.59,184,70,,,,activities/42193285.tcx.gz,80.2858963,,2766,2766,4592.439941,12.17759991,,583.3720093,,86.28630066,672.0150146,36.08280182,12.75419998,,,,,184,168.2109985,,,,,,70,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,48903,,,,,,,,,,,,,,,,,
37774317,"Jan 9, 2013, 12:48:47 AM",Roller blade with Kayla,Inline Skate,,3835,14.06,171,46,,,,activities/42193287.tcx.gz,80.2858963,,3835,3699,14064.40039,5.678249836,,0,,16.13159943,20.48800087,42.68310165,-0.000296634,,,,,171,148.7189941,,,,,,46,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37947279,"Jan 19, 2013, 12:34:34 AM",Garage workout,Workout,"Warm up, thenI did a circuit: 5 Pull ups, 50 KB swings (30Lbs), 10 reps (8 on the last set) Bench Press (135lbs), 10 reps per leg, single leg straight led dead lift (60lbs), 10 squats (135lbs), 10 clean and jerks (55lbs). I did this circuit in this order 3 times, then went for a run.",3468,0.09,176,0,,,,activities/42373948.tcx.gz,80.2858963,,3468,0,98.96910095,0.257889003,,0,,17.26379967,17.43239975,369.6539917,0.00959784,,,,,176,0,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37947284,"Jan 19, 2013, 1:38:41 AM",Post workout run,Run,"Took it easy, HR was high at first cause my legs were already fatigued, but then I got in a groove. Tried to go 5k, but ran out of street, maybe next time.",1921,4.74,174,92,FALSE,,,activities/42373947.tcx.gz,80.2858963,,1921,1921,4743.200195,3.513119936,,0,,16.15299988,23.8404007,9.316010475,-0.00133312,,,,,174,164.0330048,,,,,,92,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,3311,,,,,,,,,,,,,,,,,
38305024,"Jan 22, 2013, 1:13:31 AM","Tried to ride in Alum Park, but it's closed on Mondays, so I explored the streets instead",Ride,,3254,9.23,164,23,FALSE,,Blur,activities/42757322.fit.gz,80.2858963,14.06140041,3254,3063,9233.200195,17.06800079,,333.6000061,,119.4000015,328.7999878,8000,0.394230008,,,141,67.35449982,164,130.0540009,,123.1439972,,,12,23,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,114511,,,,,,,,,,,,,,,,,,
38366996,"Jan 22, 2013, 7:27:07 PM",Los Altos hills lunch loop with some exploration,Ride,"Knee pain bugged me through out the ride, it never felt better or worse, it just stayed the same the whole time from the beginning of the ride.",3631,21.1,169,28,FALSE,,2011 Allez,activities/42822163.fit.gz,80.2858963,10.43260002,3631,3577,21105,15.82800007,,275,,0,145.1999969,72.07209778,0.0540157,,,175,72.01519775,169,130.0970001,,120.7519989,481.6018372,,17,28,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,28721,,,,,,,,,,,,,,,,,,
38559930,"Jan 24, 2013, 7:18:39 PM",Short Los Altos Hills Lunch Loop,Ride,"Almost no knee pain, there was a minute where it bugged me. Wet roads, but not raining.",3819,23.52,162,30,FALSE,,2011 Allez,activities/43025704.fit.gz,80.2858963,10.43260002,3819,3819,23525.69922,17.81200027,,306,,0,173.1999969,55.55559921,0.056108799,,,144,72.81539917,162,134.1959991,,124.3769989,529.6203003,,14,30,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,28721,,,,,,,,,,,,,,,,,,
38996961,"Jan 28, 2013, 6:48:57 PM","Lunch Loop, zone two'in it, or at least as much as possible",Ride,,3986,26.4,165,31,FALSE,,2011 Allez,activities/43490648.fit.gz,80.2858963,10.43260002,3986,3935,26408.59961,15.86800003,,234.1999969,,-9.600000381,116.5999985,55.55559921,-0.036351901,,,149,77.43209839,165,133.8760071,,115.0449982,504.7628174,,15,31,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,28721,,,,,,,,,,,,,,,,,,
39125673,"Jan 29, 2013, 7:33:28 PM","Ran 3.5 miles but some how my GPS was turned off, so i have nothing to show for it. Map linked in notes.",Run,"https://maps.google.com/maps?saddr=37.415397,+-122.142344&daddr=37.397043,-122.138569+to:Hillview+Ave+to:Hanover+St&hl=en&ll=37.405006,-122.134538&spn=0.02267,0.051584&sll=37.413212,-122.143292&sspn=0.005667,0.012896&geocode=FeXpOgIdeEG4-A%3BFTOiOgIdN1C4-CkbRGw3eLCPgDHadQcBCatdHA%3BFauZOgIdqz24-A%3BFXToOgIdRz-4-A&t=h&dirflg=w&mra=mi&mrsp=3&sz=17&via=1&z=15",2126,0,162,44,,,,activities/43627636.tcx.gz,80.2858963,,2126,2126,0,0,,0,,,,0,0,,,,,162,147.7359924,,,,,,44,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,3311,,,,,,,,,,,,,,,,,
39125675,"Jan 30, 2013, 12:56:54 AM","MIssion peak in total darkness on the way down with Kayla. Major ITB soreness in both legs (damn cycling), should have listened to my body :-(",Hike,,7660,10.13,165,58,,,,activities/43627637.tcx.gz,80.2858963,,7660,7566,10134.7998,1.816030025,,662.4509888,,98.54340363,764.3660278,39.29589844,0.000478636,,,,,165,127.8259964,,,,,,58,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,3311,,,,,,,,,,,,,,,,,
39332763,"Feb 1, 2013, 1:01:14 AM","First time at Alum rock, descent in the dark w/ headlight. Found Bear and met the regulators",Ride,,5372,12.13,165,41,FALSE,,Blur,activities/43845514.fit.gz,80.2858963,14.06140041,5372,4671,12132.59961,10.30200005,,499.4930115,,130.3760071,582.460022,6000,0.116663001,,,168,66.86769867,165,134.1390076,,152.8589935,,,13,41,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,114511,,,,,,,,,,,,,,,,,,
39813271,"Feb 4, 2013, 7:39:18 PM",Lunch run ITB's are a little sore again,Run,,3454,8.09,155,65,FALSE,,,activities/44358071.tcx.gz,80.2858963,,3454,3454,8091.370117,3.535200119,,66.9681015,,13.20960045,74.09880066,14.33520031,0.000794399,,,,,155,146.0769958,,,,,,65,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,3311,,,,,,,,,,,,,,,,,
39890300,"Feb 5, 2013, 7:25:45 PM",Lunch Ride; Only wanted to be out for 40 minutes :-/,Ride,,4657,29.02,153,29,FALSE,,2011 Allez,activities/44438093.fit.gz,80.2858963,10.43260002,4657,4576,29023.69922,15.98400021,,331.2000122,,0,168.1999969,34.68209839,0.0482364,,,111,78.94719696,153,126.0790024,,115.2649994,,,14,29,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,28721,,,,,,,,,,,,,,,,,,
39928503,"Feb 6, 2013, 12:15:32 AM","Mission Peak with Kayla. ITB's hurt again, so i decided not to go to the peak and explore new territory, and I found mud",Hike,,7981,9.11,159,43,,,,activities/44478542.tcx.gz,80.2858963,,7981,7632,9113.919922,3.532279968,,566.7730103,,98.49169922,656.8950195,30.91740036,0.00430076,,,,,159,119.2590027,,,,,,43,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,3311,,,,,,,,,,,,,,,,,
40475634,"Feb 10, 2013, 7:25:38 PM","Lunch Ride, things got a little messy(also forgot my chest strap, so no HR data)",Ride,,5585,13.38,,,FALSE,,Blur,activities/45063080.fit.gz,80.2858963,14.06140041,5585,5528,13383.40039,15.30000019,,424.3320007,,552.0629883,784.2390137,1000,0.00278873,,,173,65.36380005,,,,142.0829926,,,12,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,114511,,,,,,,,,,,,,,,,,,
41163364,"Feb 16, 2013, 5:28:04 PM",Henry Coe with the Regulators and Diaz,Ride,,15476,24.53,178,117,FALSE,,Blur,activities/45791583.fit.gz,80.2858963,14.06140041,15476,9605,24533.09961,14.29199982,,857.6290283,,356.4490051,833.2130127,18000,-0.00476281,,,206,67.30609894,178,143.8430023,,149.2030029,,,21,117,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,114511,,,,,,,,,,,,,,,,,,
41456747,"Feb 18, 2013, 6:56:30 PM",Lunch Ride: Alameda De Las Pulgas to Edgewood and back.,Ride,,4549,30.12,166,33,FALSE,,2011 Allez,activities/46107317.fit.gz,80.2858963,10.43260002,4549,4317,30124.69922,14.25599957,,180.951004,,13.71189976,64.93640137,42.08890152,-0.041243698,,,184,78.22149658,166,133.7440033,,125.2799988,,,13,33,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,28721,,,,,,,,,,,,,,,,,,
41669821,"Feb 20, 2013, 7:12:01 PM",Alum Rock Muddy mess changed the plans,Ride,,4325,13.44,175,39,FALSE,,Blur,activities/46332816.fit.gz,80.2858963,14.06140041,4325,3956,13443.2002,20.15999985,,328.0809937,,62.44400024,244.576004,31.25,0.025353299,,,139,70.75340271,175,135.2070007,,160.0110016,,,16,39,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,114511,,,,,,,,,,,,,,,,,,
41795920,"Feb 22, 2013, 12:01:18 AM","Mission Peak w/ Kayla, we got harassed by the cows (no ITB pain)",Hike,,7315,9.57,175,49,,,,activities/46464549.tcx.gz,80.2858963,,7315,7225,9569.950195,2.736079931,,667.151001,,114.8339996,766.9860229,42.49330139,-0.0011607,,,,,175,124.9430008,,,,,,49,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,3311,,,,,,,,,,,,,,,,,
42179828,"Feb 24, 2013, 9:27:48 PM",The long way to Mission Peak (no ITB pain),Hike,,12200,16.24,168,72,,,,activities/46869292.tcx.gz,80.2858963,,12200,11967,16247.09961,3.230060101,,730.9210205,,130.1309967,767.0819702,101.7730026,0.00242585,,,,,168,118.3759995,,,1602.706177,,,72,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,3311,,,,,,,,,,,,,,,,,
42630517,"Mar 1, 2013, 12:24:23 AM",Alum Rock and Sierra Vista OSP,Ride,,6621,16.41,175,71,FALSE,,Blur,activities/47338846.fit.gz,80.2858963,14.06140041,6621,5953,16414.30078,12.67529964,,615.8150024,,133.5420074,582.6199951,420.9580078,-0.0093668,,,198,70.17089844,175,142.9210052,,154.9649963,,,15,71,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,114511,,,,,,,,,,,,,,,,,,
43053580,"Mar 3, 2013, 7:12:27 PM",Mt Diablo Foothills,Ride,"I got dropped off, then picked up at a different location obviously.",12440,34.32,175,102,FALSE,,Blur,activities/47796199.fit.gz,80.2858963,14.06140041,12440,10251,34325.80078,12.79730034,,796.4699707,,140.8399963,551.7329712,1052.400024,-0.00132658,,,211,67.74649811,175,140.7389984,,164.0160065,,,19,102,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,114511,,,,,,,,,,,,,,,,,,
43324919,"Mar 6, 2013, 12:18:22 AM",Mission Peak (up stairmaster) with Kayla before the rain,Hike,,6171,8.51,175,54,,,,activities/48082734.tcx.gz,80.2858963,,6171,6152,8518,3.403320074,,648.4429932,,117.1620026,765.7039795,53.65510178,-0.200177997,,,,,175,131.2019958,,,,,,54,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,3311,,,,,,,,,,,,,,,,,
43822869,"Mar 9, 2013, 7:27:13 PM",Sunol Regonal Winderness,Hike,w/ Christina,13751,8.63,135,41,,,,activities/48608706.tcx.gz,80.2858963,,13751,10980,8637.75,1.708220005,,431.0690002,,118.4100037,512.2910156,588.7940063,-0.00274381,,,,,135,98.17250061,,,,,,41,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44209392,"Mar 12, 2013, 11:20:16 PM",Walked Sophie,Walk,,3064,4.37,136,10,,,,activities/49046034.tcx.gz,80.2858963,,3064,2959,4372.919922,3.041860104,,0,,16.1310997,22.91810036,211.3070068,0.00119254,,,,,136,88.27729797,,,,,,10,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,3311,,,,,,,,,,,,,,,,,
44345314,"Mar 13, 2013, 11:55:33 PM",Brushy Peak,Ride,,5310,17.97,171,52,FALSE,,Blur,activities/49194066.fit.gz,80.2858963,14.06140041,5310,4849,17978.19922,13.24199963,,405.6000061,,191.1999969,439.7999878,2000,-0.032261301,,,181,69.66139984,171,140.7039948,,132.4790039,,,25,52,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,114511,,,,,,,,,,,,,,,,,,
44722981,"Mar 16, 2013, 10:29:10 PM",PA Foothills and Arastradero with Timbo,Hike,,12786,19.58,174,144,,,,activities/49594540.tcx.gz,80.2858963,,12786,12046,19582.80078,4.30381012,,774.9840088,,86.06829834,526.5570068,1262.180054,0.00408045,,,,,174,140.2030029,,,,,,144,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45358780,"Mar 22, 2013, 2:11:16 AM",Walked Sophie at the park,Walk,,3039,4.48,,,FALSE,,,activities/45358780.gpx,80.2858963,,3039,3039,4487.129883,3.375479937,,0,,15.92770004,20.23620033,35.43590164,-0.000830512,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45432745,"Mar 22, 2013, 5:56:40 PM","El Corte de Madera, my favorite place to ride.",Ride,,10488,23.88,173,106,FALSE,,Blur,activities/50346449.fit.gz,80.2858963,14.06140041,10488,9959,23888.5,12.88070011,,1280.939941,,228.6640015,729.03302,48.81269836,-0.000939462,,,214,68.17230225,173,141.3269958,,176.4160004,1958.973511,,13,106,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,114511,,,,,,,,,,,,,,,,,,
46690241,"Mar 31, 2013, 5:27:17 PM",Brushy Peak,Ride,,5025,17.79,171,56,FALSE,,Blur,activities/51692712.fit.gz,80.2858963,14.06140041,5025,4698,17796.09961,14.92199993,,412.2000122,,138.6000061,388,1200,-0.0112384,,,144,71.48729706,171,145.6239929,,142.7709961,,,22,56,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,114511,,,,,,,,,,,,,,,,,,
48786741,"Apr 7, 2013, 5:26:04 PM",Brunch Run,Run,,2129,5.32,167,48,FALSE,,,activities/53954856.tcx.gz,80.2858963,,2129,2129,5325.129883,3.829639912,,11.74569988,,160.8379974,172.7480011,8.450659752,-0.000113646,,,,,167,147.5189972,,,,,,48,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,147361,,,,,,,,,,,,,,,,,
